,State,County,Year,Total,Heroin,Other,Methadone,Population,Unemployment
1642,Florida,Flagler,2013,0,0,0,0,99956,8.4
1643,Florida,Hernando,2013,19,0,14,0,174441,9
1644,Florida,Hillsborough,2013,107,0,80,38,1291578,6.6
1645,Florida,Indian River,2013,0,0,0,0,141994,9.6
1646,Florida,Lake,2013,0,0,0,0,308034,7.4
1647,Florida,Lee,2013,39,0,26,0,661115,7.3
1648,Florida,Leon,2013,10,0,0,0,281845,6.1
1649,Florida,Manatee,2013,51,14,33,12,342106,6.7
1650,Florida,Marion,2013,12,0,0,0,337362,8.5
1651,Florida,Martin,2013,0,0,0,0,151263,7.2
1652,Florida,Miami-Dade,2013,59,30,31,0,0,7.4
1653,Florida,Monroe,2013,0,0,0,0,76351,4.8
1654,Florida,Nassau,2013,0,0,0,0,75710,6.7
1655,Florida,Okaloosa,2013,0,0,0,0,193811,5.7
1656,Florida,Orange,2013,85,28,46,16,1225267,6.8
1657,Florida,Osceola,2013,24,0,13,0,298504,7.9
1658,Florida,Palm Beach,2013,69,14,49,0,1372171,7.1
1659,Florida,Pasco,2013,39,0,22,17,475502,7.7
1660,Florida,Pinellas,2013,57,0,34,21,929048,6.6
1661,Florida,Polk,2013,16,0,13,0,623009,8.2
1662,Florida,Putnam,2013,0,0,0,0,72577,10.4
1663,Florida,Santa Rosa,2013,0,0,0,0,161096,6.4
1664,Florida,Sarasota,2013,44,0,28,12,390429,7
1665,Florida,Seminole,2013,39,0,27,0,436041,6.7
1666,Florida,St. Johns,2013,12,0,0,0,209647,5.4
1667,Florida,St. Lucie,2013,12,0,0,0,286832,10
1668,Florida,Volusia,2013,64,0,50,16,500800,8.2
1669,Georgia,Bartow,2013,0,0,0,0,101273,8.7
1670,Georgia,Bibb,2013,0,0,0,0,154721,9.3
1671,Georgia,Carroll,2013,0,0,0,0,112355,9.6
1672,Georgia,Catoosa,2013,0,0,0,0,65311,6.7
1673,Georgia,Chatham,2013,13,0,11,0,278434,8.3
1674,Georgia,Cherokee,2013,18,0,11,0,225106,6.1
1675,Georgia,Clayton,2013,0,0,0,0,264220,10.8
1676,Georgia,Cobb,2013,13,0,0,0,717190,6.7
1677,Georgia,Columbia,2013,0,0,0,0,135416,6.5
1678,Georgia,Coweta,2013,0,0,0,0,133180,7
1679,Georgia,DeKalb,2013,16,0,11,0,713340,8.4
1680,Georgia,Douglas,2013,0,0,0,0,136379,8.6
1681,Georgia,Fayette,2013,0,0,0,0,108365,6.7
1682,Georgia,Forsyth,2013,11,0,0,0,195405,5.9
1683,Georgia,Fulton,2013,49,19,31,0,984293,8.1
1684,Georgia,Gwinnett,2013,40,0,27,0,859304,6.9
1685,Georgia,Hall,2013,10,0,0,0,187745,6.8
1686,Georgia,Henry,2013,0,0,0,0,211128,8.4
1687,Georgia,Jackson,2013,0,0,0,0,61044,6.9
1688,Georgia,Madison,2013,0,0,0,0,28057,7.6
1689,Georgia,Muscogee,2013,0,0,0,0,202824,9.3
1690,Georgia,Paulding,2013,11,0,0,0,146950,7.2
1691,Georgia,Richmond,2013,0,0,0,0,202003,9.8
1692,Georgia,Walker,2013,0,0,0,0,68198,8.1
1693,Georgia,Walton,2013,10,0,0,0,85754,7.8
1694,Georgia,Ware,2013,0,0,0,0,35709,9.4
1695,Georgia,Whitfield,2013,0,0,0,0,102945,9.6
1696,Hawaii,Hawaii,2013,10,0,0,0,190821,6.7
1697,Hawaii,Honolulu,2013,41,10,28,0,983429,0
1698,Hawaii,Maui,2013,0,0,0,0,160202,5.2
1699,Idaho,Ada,2013,31,0,28,0,416464,5.2
1700,Idaho,Bannock,2013,0,0,0,0,83249,5.8
1701,Idaho,Kootenai,2013,0,0,0,0,144265,7.3
1702,Idaho,Twin Falls,2013,0,0,0,0,79957,5.7
1703,Illinois,Boone,2013,0,0,0,0,53957,10.1
1704,Illinois,Champaign,2013,11,0,0,0,204897,7.4
1705,Illinois,Cook,2013,416,301,83,43,5240700,9.6
1706,Illinois,DeKalb,2013,0,0,0,0,104741,8.2
1707,Illinois,DuPage,2013,57,45,0,0,932126,7.4
1708,Illinois,Franklin,2013,0,0,0,0,39202,11.9
1709,Illinois,Kane,2013,18,14,0,0,523643,8.7
1710,Illinois,Kankakee,2013,0,0,0,0,112120,10.4
1711,Illinois,Kendall,2013,0,0,0,0,119348,8.4
1712,Illinois,Lake,2013,40,27,10,0,703019,7.9
1713,Illinois,LaSalle,2013,11,0,0,0,112183,10.3
1714,Illinois,Madison,2013,30,19,0,0,267225,8.9
1715,Illinois,McHenry,2013,14,11,0,0,307409,8.6
1716,Illinois,McLean,2013,10,0,0,0,174647,6.6
1717,Illinois,Peoria,2013,19,0,10,0,188429,9.6
1718,Illinois,Rock Island,2013,0,0,0,0,147258,8.3
1719,Illinois,Sangamon,2013,11,0,0,0,199145,7.4
1720,Illinois,St. Clair,2013,21,17,0,0,266955,9.8
1721,Illinois,Tazewell,2013,0,0,0,0,136352,8.6
1722,Illinois,Vermilion,2013,0,0,0,0,80329,10.6
1723,Illinois,Will,2013,42,30,0,0,682829,9.8
1724,Illinois,Williamson,2013,0,0,0,0,66924,9
1725,Illinois,Winnebago,2013,55,35,18,0,290666,10.5
1726,Indiana,Allen,2013,0,0,0,0,363014,7.5
1727,Indiana,Boone,2013,0,0,0,0,60477,5.7
1728,Indiana,Clark,2013,0,0,0,0,112938,6.9
1729,Indiana,Dearborn,2013,0,0,0,0,49904,8.5
1730,Indiana,Delaware,2013,13,0,0,0,117484,8.6
1731,Indiana,Elkhart,2013,0,0,0,0,200563,7.2
1732,Indiana,Floyd,2013,0,0,0,0,76244,6.3
1733,Indiana,Hamilton,2013,0,0,0,0,296693,5
1734,Indiana,Hendricks,2013,10,0,0,0,153879,5.8
1735,Indiana,Howard,2013,0,0,0,0,82760,8.1
1736,Indiana,Kosciusko,2013,0,0,0,0,77963,6.6
1737,Indiana,Lake,2013,37,29,0,0,491456,9.1
1738,Indiana,Madison,2013,13,0,11,0,130482,9.3
1739,Indiana,Marion,2013,51,36,15,0,928281,8.5
1740,Indiana,Monroe,2013,0,0,0,0,141888,6.8
1741,Indiana,Morgan,2013,0,0,0,0,69782,7.6
1742,Indiana,Porter,2013,24,15,0,0,166557,7.2
1743,Indiana,Scott,2013,0,0,0,0,23972,8.9
1744,Indiana,St. Joseph,2013,17,12,0,0,266709,8.7
1745,Indiana,Starke,2013,0,0,0,0,23197,9.5
1746,Indiana,Tippecanoe,2013,0,0,0,0,180174,6.6
1747,Indiana,Vanderburgh,2013,0,0,0,0,181398,7.1
1748,Indiana,Wayne,2013,0,0,0,0,67893,8.7
1749,Iowa,Dubuque,2013,0,0,0,0,95697,4.5
1750,Iowa,Johnson,2013,0,0,0,0,139155,3.4
1751,Iowa,Linn,2013,14,0,0,0,216111,5
1752,Iowa,Polk,2013,34,0,26,0,451677,4.8
1753,Iowa,Pottawattamie,2013,0,0,0,0,92728,4.6
1754,Iowa,Scott,2013,29,15,13,0,170385,5.6
1755,Kansas,Douglas,2013,0,0,0,0,114322,4.8
1756,Kansas,Johnson,2013,34,0,30,0,566933,4.3
1757,Kansas,Leavenworth,2013,11,0,0,0,78185,6
1758,Kansas,Sedgwick,2013,28,0,13,12,505415,6.1
1759,Kansas,Shawnee,2013,0,0,0,0,178831,5.8
1760,Kansas,Wyandotte,2013,0,0,0,0,160384,7.9
1761,Kentucky,Bell,2013,22,0,21,0,27885,13.3
1762,Kentucky,Boone,2013,28,23,0,0,124442,6.6
1763,Kentucky,Boyd,2013,0,0,0,0,48886,9.4
1764,Kentucky,Bullitt,2013,0,0,0,0,76854,7.4
1765,Kentucky,Campbell,2013,20,15,0,0,90988,6.6
1766,Kentucky,Clay,2013,0,0,0,0,21364,14.3
1767,Kentucky,Daviess,2013,13,0,13,0,98218,6.9
1768,Kentucky,Fayette,2013,46,36,19,0,308428,5.8
1769,Kentucky,Floyd,2013,16,0,13,0,38728,13.3
1770,Kentucky,Franklin,2013,0,0,0,0,49648,6.6
1771,Kentucky,Grant,2013,0,0,0,0,24753,8.3
1772,Kentucky,Greenup,2013,10,0,0,0,36519,10.2
1773,Kentucky,Hardin,2013,0,0,0,0,108191,7.7
1774,Kentucky,Harrison,2013,0,0,0,0,18518,7.6
1775,Kentucky,Hopkins,2013,11,0,10,0,46634,7.9
1776,Kentucky,Jefferson,2013,87,62,34,0,756832,7.5
1777,Kentucky,Jessamine,2013,0,0,0,0,50173,6.5
1778,Kentucky,Johnson,2013,0,0,0,0,23449,11
1779,Kentucky,Kenton,2013,40,32,11,0,163145,7
1780,Kentucky,Knox,2013,0,0,0,0,31790,13
1781,Kentucky,Leslie,2013,0,0,0,0,11019,17.6
1782,Kentucky,Letcher,2013,0,0,0,0,23619,16.7
1783,Kentucky,Madison,2013,0,0,0,0,85590,6.6
1784,Kentucky,McCracken,2013,0,0,0,0,65373,7.9
1785,Kentucky,Nelson,2013,0,0,0,0,44540,7.5
1786,Kentucky,Oldham,2013,0,0,0,0,62364,5.7
1787,Kentucky,Pike,2013,15,0,13,0,63380,11.9
1788,Kentucky,Scott,2013,0,0,0,0,49947,6.1
1789,Kentucky,Whitley,2013,0,0,0,0,35766,10.6
1790,Louisiana,Caddo Parish,2013,0,0,0,0,254887,7.9
1791,Louisiana,East Baton Rouge Parish,2013,26,21,0,0,445227,6.2
1792,Louisiana,Jefferson Parish,2013,54,32,18,0,434767,6.3
1793,Louisiana,Lafayette Parish,2013,0,0,0,0,230845,4.9
1794,Louisiana,Livingston Parish,2013,0,0,0,0,134053,5.8
1795,Louisiana,Orleans Parish,2013,34,32,0,0,378715,7.3
1796,Louisiana,Rapides Parish,2013,0,0,0,0,132723,6.9
1797,Louisiana,St. Tammany Parish,2013,47,16,32,0,242333,5.7
1798,Louisiana,Washington Parish,2013,0,0,0,0,46419,8.4
1799,Maine,Androscoggin,2013,10,0,0,0,107604,6.7
1800,Maine,Aroostook,2013,0,0,0,0,70055,8.6
1801,Maine,Cumberland,2013,25,0,16,0,285456,5.3
1802,Maine,Hancock,2013,0,0,0,0,54845,7.9
1803,Maine,Kennebec,2013,18,0,0,0,121164,6.2
1804,Maine,Penobscot,2013,12,0,0,0,153364,6.8
1805,Maine,Washington,2013,0,0,0,0,32190,9.3
1806,Maine,York,2013,16,0,12,0,199431,6.3
1807,Maryland,Allegany,2013,11,0,0,0,73521,8.5
1808,Maryland,Anne Arundel,2013,63,21,34,11,555743,5.7
1809,Maryland,Baltimore,2013,116,36,55,36,823015,6.9
1810,Maryland,Baltimore City,2013,144,50,60,48,622104,0
1811,Maryland,Calvert,2013,13,0,0,0,90484,5.9
1812,Maryland,Caroline,2013,0,0,0,0,32693,6.9
1813,Maryland,Carroll,2013,25,0,16,0,167564,5.5
1814,Maryland,Cecil,2013,19,0,11,0,101913,7.7
1815,Maryland,Charles,2013,0,0,0,0,152864,6.5
1816,Maryland,Frederick,2013,28,0,18,0,241409,5.7
1817,Maryland,Harford,2013,37,15,15,0,249215,6.5
1818,Maryland,Howard,2013,17,0,0,0,304580,4.8
1819,Maryland,Montgomery,2013,33,13,19,0,1016677,4.9
1820,Maryland,Prince George's,2013,31,0,19,0,890081,6.9
1821,Maryland,St. Mary's,2013,0,0,0,0,109633,6
1822,Maryland,Washington,2013,27,0,14,0,149588,7.3
1823,Maryland,Wicomico,2013,11,0,0,0,100896,8.7
1824,Maryland,Worcester,2013,0,0,0,0,51620,12.6
1825,Massachusetts,Barnstable,2013,17,0,0,0,214990,8.4
1826,Massachusetts,Berkshire,2013,15,11,0,0,129585,7.4
1827,Massachusetts,Bristol,2013,45,11,20,16,552780,8.7
1828,Massachusetts,Essex,2013,65,35,21,14,762550,7
1829,Massachusetts,Franklin,2013,0,0,0,0,71221,6.2
1830,Massachusetts,Hampden,2013,45,27,18,0,467319,8.7
1831,Massachusetts,Hampshire,2013,23,12,0,0,159596,6.1
1832,Massachusetts,Middlesex,2013,92,51,34,14,1552802,5.5
1833,Massachusetts,Norfolk,2013,54,31,15,11,687802,5.8
1834,Massachusetts,Plymouth,2013,52,24,22,0,501915,7
1835,Massachusetts,Suffolk,2013,67,44,23,0,755503,6.2
1836,Massachusetts,Worcester,2013,54,28,16,13,809106,7.2
1837,Michigan,Allegan,2013,0,0,0,0,112531,6.7
1838,Michigan,Bay,2013,0,0,0,0,106832,8.7
1839,Michigan,Berrien,2013,0,0,0,0,155252,8.7
1840,Michigan,Calhoun,2013,0,0,0,0,135012,7.9
1841,Michigan,Eaton,2013,13,0,0,0,108348,6.7
1842,Michigan,Genesee,2013,36,16,17,12,415376,9.7
1843,Michigan,Ingham,2013,35,16,19,0,282234,7.7
1844,Michigan,Ionia,2013,0,0,0,0,64073,8
1845,Michigan,Isabella,2013,0,0,0,0,70436,7.2
1846,Michigan,Kalamazoo,2013,30,10,16,11,256725,6.9
1847,Michigan,Kent,2013,54,15,21,23,621700,6.2
1848,Michigan,Lapeer,2013,0,0,0,0,88389,11.4
1849,Michigan,Lenawee,2013,0,0,0,0,99188,7.8
1850,Michigan,Livingston,2013,19,0,11,0,184443,7.4
1851,Michigan,Macomb,2013,132,98,23,14,854769,9.5
1852,Michigan,Monroe,2013,25,15,0,0,150376,7.4
1853,Michigan,Montcalm,2013,0,0,0,0,63105,9.6
1854,Michigan,Muskegon,2013,29,10,0,14,171008,9.9
1855,Michigan,Oakland,2013,30,15,0,0,1231640,7.8
1856,Michigan,Ottawa,2013,18,0,11,0,272701,6.1
1857,Michigan,Saginaw,2013,0,0,0,0,196542,9
1858,Michigan,Shiawassee,2013,0,0,0,0,68900,9.4
1859,Michigan,St. Clair,2013,18,10,0,0,160469,11.5
1860,Michigan,Van Buren,2013,0,0,0,0,75455,10.1
1861,Michigan,Washtenaw,2013,36,24,10,0,354240,5.8
1862,Michigan,Wayne,2013,221,148,63,23,1775273,11.5
1863,Minnesota,Anoka,2013,31,15,12,0,339534,5
1864,Minnesota,Dakota,2013,21,0,0,0,408509,4.5
1865,Minnesota,Hennepin,2013,87,42,27,26,1198778,4.6
1866,Minnesota,Olmsted,2013,0,0,0,0,149226,4
1867,Minnesota,Ramsey,2013,21,0,0,10,526714,4.9
1868,Minnesota,Scott,2013,0,0,0,0,137232,4.4
1869,Minnesota,Sherburne,2013,0,0,0,0,90158,5.3
1870,Minnesota,St. Louis,2013,14,0,11,0,200540,6.1
1871,Minnesota,Washington,2013,0,0,0,0,246603,4.4
1872,Mississippi,DeSoto,2013,0,0,0,0,168240,5.9
1873,Mississippi,Harrison,2013,0,0,0,0,196500,7.5
1874,Mississippi,Hinds,2013,0,0,0,0,244899,8.5
1875,Mississippi,Jackson,2013,0,0,0,0,140450,8.9
1876,Mississippi,Pearl River,2013,0,0,0,0,55072,7.4
1877,Mississippi,Rankin,2013,0,0,0,0,146767,5.2
1878,Missouri,Boone,2013,0,0,0,0,170773,4.5
1879,Missouri,Clay,2013,15,0,13,0,230473,6.1
1880,Missouri,Franklin,2013,13,0,0,0,101816,7.2
1881,Missouri,Greene,2013,14,0,0,0,283870,5.5
1882,Missouri,Jackson,2013,58,0,41,11,679996,7.6
1883,Missouri,Jefferson,2013,50,22,30,0,221396,6.8
1884,Missouri,Pulaski,2013,10,0,0,0,53748,7.9
1885,Missouri,St. Charles,2013,36,26,10,0,373495,5.3
1886,Missouri,St. Francois,2013,11,0,0,0,66215,8.5
1887,Missouri,St. Louis,2013,132,95,39,0,1001444,6.2
1888,Missouri,St. Louis City,2013,84,66,23,0,318416,0
1889,Montana,Flathead,2013,12,0,0,0,93068,7.7
1890,Nebraska,Douglas,2013,16,0,13,0,537256,4.1
1891,Nebraska,Lancaster,2013,12,0,12,0,297036,3.5
1892,Nevada,Carson City,2013,0,0,0,0,54080,10.4
1893,Nevada,Clark,2013,268,42,186,60,2027868,9.7
1894,Nevada,Lyon,2013,0,0,0,0,51557,12.5
1895,Nevada,Nye,2013,0,0,0,0,42297,12
1896,Nevada,Washoe,2013,60,0,48,0,433731,9.5
1897,New Hampshire,Carroll,2013,0,0,0,0,47499,4.9
1898,New Hampshire,Cheshire,2013,0,0,0,0,76610,4.7
1899,New Hampshire,Hillsborough,2013,43,22,20,0,403985,5.4
1900,New Hampshire,Merrimack,2013,17,0,0,0,146849,4.6
1901,New Hampshire,Rockingham,2013,26,11,13,0,299134,5.4
1902,New Hampshire,Strafford,2013,16,0,0,0,124593,4.9
1903,New Jersey,Atlantic,2013,37,23,13,0,275862,11.7
1904,New Jersey,Bergen,2013,55,31,25,0,925328,6.7
1905,New Jersey,Burlington,2013,10,0,0,0,450838,7.7
1906,New Jersey,Cape May,2013,23,17,0,0,95897,14.3
1907,New Jersey,Cumberland,2013,15,10,0,0,157332,11.7
1908,New Jersey,Essex,2013,69,39,22,17,789565,9.7
1909,New Jersey,Gloucester,2013,10,0,0,0,290265,9
1910,New Jersey,Hudson,2013,47,26,19,0,660282,7.9
1911,New Jersey,Hunterdon,2013,0,0,0,0,126250,5.9
1912,New Jersey,Mercer,2013,31,19,11,0,370414,7.3
1913,New Jersey,Middlesex,2013,68,43,33,0,828919,7.5
1914,New Jersey,Monmouth,2013,59,37,21,0,629672,7.5
1915,New Jersey,Morris,2013,26,16,11,0,499397,6.2
1916,New Jersey,Ocean,2013,52,36,17,0,583414,9.3
1917,New Jersey,Passaic,2013,44,27,19,0,505672,10
1918,New Jersey,Somerset,2013,21,15,0,0,330585,6.3
1919,New Jersey,Sussex,2013,13,10,0,0,145992,7.9
1920,New Jersey,Union,2013,36,25,14,0,548256,8.4
1921,New Jersey,Warren,2013,0,0,0,0,107379,7.6
1922,New Mexico,Bernalillo,2013,116,36,77,14,674221,6.5
1923,New Mexico,Dona Ana,2013,20,0,12,0,0,7.5
1924,New Mexico,Eddy,2013,0,0,0,0,55471,4.6
1925,New Mexico,Lea,2013,11,0,0,0,68062,4.5
1926,New Mexico,Otero,2013,0,0,0,0,65616,6.4
1927,New Mexico,Rio Arriba,2013,24,0,16,0,40072,9.6
1928,New Mexico,San Juan,2013,10,0,0,0,126503,6.8
1929,New Mexico,Sandoval,2013,12,0,11,0,136575,7.4
1930,New Mexico,Santa Fe,2013,36,14,20,0,147423,5.6
1931,New Mexico,Taos,2013,0,0,0,0,33035,10.3
1932,New Mexico,Valencia,2013,18,0,15,0,76284,8.4
1933,New York,Albany,2013,22,17,0,0,306945,6.1
1934,New York,Bronx,2013,99,60,28,30,1418733,11.8
1935,New York,Broome,2013,16,0,0,0,197534,7.8
1936,New York,Cayuga,2013,0,0,0,0,79477,7.4
1937,New York,Chautauqua,2013,0,0,0,0,133080,8
1938,New York,Chemung,2013,0,0,0,0,88506,7.9
1939,New York,Columbia,2013,0,0,0,0,62243,6
1940,New York,Dutchess,2013,47,26,20,0,296916,6.7
1941,New York,Erie,2013,81,33,36,14,919866,7.4
1942,New York,Genesee,2013,0,0,0,0,59454,6.8
1943,New York,Greene,2013,0,0,0,0,48455,8.8
1944,New York,Jefferson,2013,11,0,0,0,119504,9.2
1945,New York,Kings,2013,123,44,56,41,2592149,9.4
1946,New York,Madison,2013,0,0,0,0,72382,7.6
1947,New York,Monroe,2013,69,41,20,10,749606,7
1948,New York,Nassau,2013,108,47,56,14,1352146,5.9
1949,New York,New York,2013,92,44,34,32,1626159,7.5
1950,New York,Niagara,2013,18,0,12,0,214249,8.5
1951,New York,Oneida,2013,17,10,0,0,233585,7.4
1952,New York,Onondaga,2013,43,23,21,0,468387,6.8
1953,New York,Ontario,2013,0,0,0,0,109103,6.3
1954,New York,Orange,2013,37,16,21,0,375592,6.8
1955,New York,Oswego,2013,18,0,15,0,121165,9.9
1956,New York,Putnam,2013,11,0,0,0,99645,6.1
1957,New York,Queens,2013,119,64,57,21,2296175,7.7
1958,New York,Rensselaer,2013,10,0,0,0,159918,6.7
1959,New York,Richmond,2013,58,17,37,16,472621,9
1960,New York,Rockland,2013,16,0,0,0,320903,6.3
1961,New York,Saratoga,2013,10,0,0,0,223865,5.8
1962,New York,Schenectady,2013,0,0,0,0,155333,6.7
1963,New York,Steuben,2013,0,0,0,0,98650,8.4
1964,New York,Suffolk,2013,201,108,82,24,1499738,6.6
1965,New York,Sullivan,2013,16,0,0,0,76665,8.1
1966,New York,Tompkins,2013,0,0,0,0,103617,5.2
1967,New York,Ulster,2013,24,0,0,0,180998,7.1
1968,New York,Westchester,2013,68,31,36,12,968802,6.3
1969,North Carolina,Alamance,2013,10,0,0,0,154378,7.3
1970,North Carolina,Beaufort,2013,0,0,0,0,47464,9.5
1971,North Carolina,Brunswick,2013,23,10,10,0,115301,9.8
1972,North Carolina,Buncombe,2013,14,0,0,0,247912,6
1973,North Carolina,Burke,2013,17,0,10,0,89842,8.3
1974,North Carolina,Cabarrus,2013,23,0,10,0,187226,7.6
1975,North Carolina,Caldwell,2013,0,0,0,0,81990,9.6
1976,North Carolina,Carteret,2013,0,0,0,0,68434,7.8
1977,North Carolina,Catawba,2013,16,0,11,0,154810,8.5
1978,North Carolina,Cherokee,2013,0,0,0,0,27218,9.2
1979,North Carolina,Cleveland,2013,0,0,0,0,97047,9.5
1980,North Carolina,Columbus,2013,0,0,0,0,57246,10.3
1981,North Carolina,Craven,2013,13,0,11,0,104489,8.7
1982,North Carolina,Cumberland,2013,18,0,12,0,325871,9.7
1983,North Carolina,Davidson,2013,23,0,13,0,163420,8.2
1984,North Carolina,Davie,2013,0,0,0,0,41554,7.5
1985,North Carolina,Durham,2013,15,0,0,0,288133,6.3
1986,North Carolina,Forsyth,2013,26,0,15,0,361220,7.5
1987,North Carolina,Gaston,2013,32,11,17,0,209420,9
1988,North Carolina,Guilford,2013,16,0,0,0,506610,8.2
1989,North Carolina,Harnett,2013,0,0,0,0,124987,9.2
1990,North Carolina,Haywood,2013,0,0,0,0,59183,7.8
1991,North Carolina,Henderson,2013,14,0,0,0,109540,6.2
1992,North Carolina,Iredell,2013,15,0,0,0,164517,8.4
1993,North Carolina,Johnston,2013,11,0,0,0,177967,7.1
1994,North Carolina,Lincoln,2013,13,0,10,0,79740,8.3
1995,North Carolina,McDowell,2013,0,0,0,0,44961,9
1996,North Carolina,Mecklenburg,2013,38,22,11,0,990977,7.5
1997,North Carolina,Moore,2013,0,0,0,0,91587,7.8
1998,North Carolina,Nash,2013,0,0,0,0,95093,10.3
1999,North Carolina,New Hanover,2013,25,10,0,0,213267,7.6
2000,North Carolina,Onslow,2013,13,0,10,0,185220,7
2001,North Carolina,Pender,2013,0,0,0,0,55334,9
2002,North Carolina,Pitt,2013,13,0,0,0,174263,8.1
2003,North Carolina,Randolph,2013,22,0,15,0,142577,8.6
2004,North Carolina,Richmond,2013,0,0,0,0,46405,11.8
2005,North Carolina,Robeson,2013,11,0,0,0,134841,11.9
2006,North Carolina,Rockingham,2013,0,0,0,0,91878,9.7
2007,North Carolina,Rowan,2013,14,0,0,0,138323,9.3
2008,North Carolina,Rutherford,2013,0,0,0,0,66956,11.2
2009,North Carolina,Sampson,2013,0,0,0,0,64150,8.1
2010,North Carolina,Stokes,2013,0,0,0,0,46588,7.9
2011,North Carolina,Surry,2013,10,0,0,0,73050,8.3
2012,North Carolina,Union,2013,15,0,0,0,212756,6.6
2013,North Carolina,Vance,2013,0,0,0,0,44808,11.5
2014,North Carolina,Wake,2013,43,17,18,0,974289,6
2015,North Carolina,Wayne,2013,0,0,0,0,124583,7.8
2016,North Carolina,Wilkes,2013,16,0,14,0,69023,8.9
2017,North Carolina,Wilson,2013,0,0,0,0,81667,11.8
2018,North Carolina,Yadkin,2013,0,0,0,0,38038,7.7
2019,North Dakota,Cass,2013,0,0,0,0,162829,2.8
2020,Ohio,Allen,2013,0,0,0,0,105298,7.8
2021,Ohio,Ashtabula,2013,10,0,0,0,99811,9.5
2022,Ohio,Athens,2013,0,0,0,0,64681,9
2023,Ohio,Brown,2013,12,10,0,0,44264,10.2
2024,Ohio,Butler,2013,78,60,18,0,371272,7.5
2025,Ohio,Clark,2013,25,13,15,0,136167,7.5
2026,Ohio,Clermont,2013,58,45,16,0,200218,7.4
2027,Ohio,Clinton,2013,0,0,0,0,41945,10.4
2028,Ohio,Columbiana,2013,0,0,0,0,105893,8.2
2029,Ohio,Cuyahoga,2013,232,174,68,13,1263154,7
2030,Ohio,Darke,2013,0,0,0,0,52376,7
2031,Ohio,Delaware,2013,0,0,0,0,184979,5.3
2032,Ohio,Erie,2013,0,0,0,0,76048,8.1
2033,Ohio,Fairfield,2013,14,11,0,0,148867,6.7
2034,Ohio,Franklin,2013,147,86,56,18,1212263,6.4
2035,Ohio,Geauga,2013,11,0,0,0,93972,5.7
2036,Ohio,Greene,2013,11,0,0,0,163204,7
2037,Ohio,Hamilton,2013,193,149,45,14,804520,7.3
2038,Ohio,Highland,2013,0,0,0,0,43299,10.5
2039,Ohio,Huron,2013,12,0,0,0,58889,10.2
2040,Ohio,Jefferson,2013,0,0,0,0,67964,10.9
2041,Ohio,Knox,2013,0,0,0,0,60810,6.9
2042,Ohio,Lake,2013,38,21,15,0,229857,6.2
2043,Ohio,Lawrence,2013,0,0,0,0,61917,8.8
2044,Ohio,Licking,2013,18,0,0,0,168375,6.9
2045,Ohio,Lorain,2013,42,35,0,0,302827,7.3
2046,Ohio,Lucas,2013,49,33,33,0,436393,8.7
2047,Ohio,Mahoning,2013,39,20,24,0,233869,8.5
2048,Ohio,Marion,2013,14,0,0,0,65905,7.9
2049,Ohio,Medina,2013,14,11,0,0,174915,5.8
2050,Ohio,Miami,2013,0,0,0,0,103439,7.2
2051,Ohio,Montgomery,2013,73,54,21,0,535846,8.3
2052,Ohio,Pickaway,2013,0,0,0,0,56304,7.3
2053,Ohio,Portage,2013,13,0,0,0,163862,7.7
2054,Ohio,Preble,2013,0,0,0,0,41732,7.5
2055,Ohio,Richland,2013,22,19,0,0,121773,8.6
2056,Ohio,Ross,2013,14,0,0,0,77910,8.7
2057,Ohio,Scioto,2013,11,0,0,0,78153,11.9
2058,Ohio,Seneca,2013,0,0,0,0,55914,7.8
2059,Ohio,Stark,2013,43,17,26,0,375432,7.6
2060,Ohio,Summit,2013,51,36,15,0,541824,7.6
2061,Ohio,Trumbull,2013,29,20,10,0,206442,9.4
2062,Ohio,Warren,2013,17,14,0,0,219169,6.4
2063,Ohio,Washington,2013,0,0,0,0,61310,8.6
2064,Ohio,Wayne,2013,0,0,0,0,115071,6.2
2065,Ohio,Wood,2013,0,0,0,0,129264,7
2066,Oklahoma,Canadian,2013,13,0,10,0,126123,4.1
2067,Oklahoma,Carter,2013,12,0,0,0,48491,5.3
2068,Oklahoma,Cleveland,2013,30,0,26,0,269340,4.3
2069,Oklahoma,Comanche,2013,0,0,0,0,124937,5.8
2070,Oklahoma,Creek,2013,10,0,10,0,70470,6
2071,Oklahoma,Delaware,2013,0,0,0,0,41377,6.9
2072,Oklahoma,Grady,2013,0,0,0,0,53685,4.8
2073,Oklahoma,Le Flore,2013,0,0,0,0,49774,8.9
2074,Oklahoma,Muskogee,2013,12,0,11,0,70303,6.5
2075,Oklahoma,Oklahoma,2013,100,0,84,0,755245,4.8
2076,Oklahoma,Pontotoc,2013,0,0,0,0,37992,5.5
2077,Oklahoma,Pottawatomie,2013,0,0,0,0,71158,5.5
2078,Oklahoma,Rogers,2013,0,0,0,0,89044,5.1
2079,Oklahoma,Sequoyah,2013,13,0,10,0,41218,8.4
2080,Oklahoma,Stephens,2013,0,0,0,0,44919,5.4
2081,Oklahoma,Tulsa,2013,87,0,70,17,622409,5.1
2082,Oklahoma,Wagoner,2013,14,0,12,0,75700,5.1
2083,Oregon,Clackamas,2013,32,19,10,0,388263,7.1
2084,Oregon,Clatsop,2013,0,0,0,0,37244,7.8
