,State,County,Year,Total,Heroin,Other,Methadone,Population,Unemployment
2515,Indiana,Porter,2014,32,14,14,0,167076,6.2
2516,Indiana,Scott,2014,0,0,0,0,23712,6.8
2517,Indiana,St. Joseph,2014,21,16,0,0,267618,6.5
2518,Indiana,Starke,2014,0,0,0,0,23074,7.2
2519,Indiana,Tippecanoe,2014,0,0,0,0,183074,5
2520,Indiana,Vanderburgh,2014,0,0,0,0,182006,5.4
2521,Indiana,Wayne,2014,0,0,0,0,67671,6.5
2522,Iowa,Dubuque,2014,0,0,0,0,96370,4.1
2523,Iowa,Johnson,2014,13,0,0,0,142287,3.1
2524,Iowa,Linn,2014,16,0,11,0,217751,4.4
2525,Iowa,Polk,2014,27,0,16,0,459862,4.2
2526,Iowa,Pottawattamie,2014,0,0,0,0,93128,4.3
2527,Iowa,Scott,2014,0,0,0,0,171387,5.2
2528,Kansas,Douglas,2014,0,0,0,0,116585,4.1
2529,Kansas,Johnson,2014,38,10,25,0,574272,3.8
2530,Kansas,Leavenworth,2014,0,0,0,0,78797,5
2531,Kansas,Sedgwick,2014,28,0,12,12,508803,5.4
2532,Kansas,Shawnee,2014,0,0,0,0,178406,4.8
2533,Kansas,Wyandotte,2014,0,0,0,0,161636,6.9
2534,Kentucky,Bell,2014,10,0,10,0,27778,10.1
2535,Kentucky,Boone,2014,19,10,0,0,126413,5.2
2536,Kentucky,Boyd,2014,0,0,0,0,48832,7.5
2537,Kentucky,Bullitt,2014,18,14,0,0,77955,5.8
2538,Kentucky,Campbell,2014,33,21,12,0,91833,5.2
2539,Kentucky,Clay,2014,0,0,0,0,21147,11.2
2540,Kentucky,Daviess,2014,0,0,0,0,98275,5.7
2541,Kentucky,Fayette,2014,61,44,23,0,310797,4.8
2542,Kentucky,Floyd,2014,16,0,13,0,38108,10.3
2543,Kentucky,Franklin,2014,0,0,0,0,49880,5.3
2544,Kentucky,Grant,2014,0,0,0,0,24875,6.5
2545,Kentucky,Greenup,2014,0,0,0,0,36308,8.5
2546,Kentucky,Hardin,2014,12,0,10,0,108266,6.2
2547,Kentucky,Harrison,2014,0,0,0,0,18592,6
2548,Kentucky,Hopkins,2014,0,0,0,0,46376,6.4
2549,Kentucky,Jefferson,2014,79,46,39,0,760026,6
2550,Kentucky,Jessamine,2014,0,0,0,0,50815,5.2
2551,Kentucky,Johnson,2014,0,0,0,0,23262,9.2
2552,Kentucky,Kenton,2014,43,24,19,0,163929,5.5
2553,Kentucky,Knox,2014,0,0,0,0,31798,9.9
2554,Kentucky,Leslie,2014,10,0,0,0,10918,12.8
2555,Kentucky,Letcher,2014,0,0,0,0,23359,12.3
2556,Kentucky,Madison,2014,18,10,15,0,87340,5.4
2557,Kentucky,McCracken,2014,11,0,11,0,65316,7
2558,Kentucky,Nelson,2014,0,0,0,0,44812,6.1
2559,Kentucky,Oldham,2014,0,0,0,0,63490,4.7
2560,Kentucky,Pike,2014,15,0,12,0,63034,10.5
2561,Kentucky,Scott,2014,0,0,0,0,51284,4.9
2562,Kentucky,Whitley,2014,11,0,10,0,35503,8.7
2563,Louisiana,Caddo Parish,2014,0,0,0,0,252603,7.4
2564,Louisiana,East Baton Rouge Parish,2014,24,19,0,0,446042,5.7
2565,Louisiana,Jefferson Parish,2014,51,33,21,0,435716,6
2566,Louisiana,Lafayette Parish,2014,0,0,0,0,235644,4.9
2567,Louisiana,Livingston Parish,2014,0,0,0,0,135751,5.5
2568,Louisiana,Orleans Parish,2014,18,18,0,0,384320,6.9
2569,Louisiana,Rapides Parish,2014,0,0,0,0,132488,6.7
2570,Louisiana,St. Tammany Parish,2014,50,20,32,0,245829,5.7
2571,Louisiana,Washington Parish,2014,0,0,0,0,46286,7.9
2572,Maine,Androscoggin,2014,12,0,0,0,107440,5.4
2573,Maine,Aroostook,2014,0,0,0,0,69447,7.6
2574,Maine,Cumberland,2014,27,10,17,0,287797,4.4
2575,Maine,Hancock,2014,0,0,0,0,54696,6.8
2576,Maine,Kennebec,2014,13,0,10,0,121112,5.4
2577,Maine,Penobscot,2014,13,0,0,0,153414,6.1
2578,Maine,Washington,2014,0,0,0,0,31808,8.1
2579,Maine,York,2014,25,10,13,0,200710,5.1
2580,Maryland,Allegany,2014,11,0,0,0,72952,7.6
2581,Maryland,Anne Arundel,2014,95,38,42,20,560133,5.1
2582,Maryland,Baltimore,2014,138,53,67,34,826925,6.1
2583,Maryland,Baltimore City,2014,192,72,87,50,622793,0
2584,Maryland,Calvert,2014,17,0,0,0,90613,5.3
2585,Maryland,Caroline,2014,11,0,0,0,32538,6.3
2586,Maryland,Carroll,2014,28,11,14,0,167830,4.8
2587,Maryland,Cecil,2014,30,10,16,0,102383,6.6
2588,Maryland,Charles,2014,17,0,0,0,154747,5.7
2589,Maryland,Frederick,2014,32,16,16,0,243675,5
2590,Maryland,Harford,2014,36,13,19,0,250105,5.7
2591,Maryland,Howard,2014,12,0,0,0,309284,4.3
2592,Maryland,Montgomery,2014,49,20,26,0,1030447,4.4
2593,Maryland,Prince George's,2014,50,23,27,0,904430,6.1
2594,Maryland,St. Mary's,2014,0,0,0,0,110382,5.4
2595,Maryland,Washington,2014,34,16,15,10,149573,6.5
2596,Maryland,Wicomico,2014,0,0,0,0,101539,7.7
2597,Maryland,Worcester,2014,0,0,0,0,51675,11.5
2598,Massachusetts,Barnstable,2014,16,0,0,0,214914,7.2
2599,Massachusetts,Berkshire,2014,19,13,0,0,128715,6.6
2600,Massachusetts,Bristol,2014,36,15,19,0,554194,7.4
2601,Massachusetts,Essex,2014,120,79,31,20,769091,6
2602,Massachusetts,Franklin,2014,0,0,0,0,70862,5.3
2603,Massachusetts,Hampden,2014,37,33,0,0,468161,7.6
2604,Massachusetts,Hampshire,2014,12,0,0,0,160939,5.3
2605,Massachusetts,Middlesex,2014,149,107,38,15,1570315,4.7
2606,Massachusetts,Norfolk,2014,84,66,17,11,692254,5
2607,Massachusetts,Plymouth,2014,56,38,16,0,507022,6
2608,Massachusetts,Suffolk,2014,77,55,18,15,767254,5.3
2609,Massachusetts,Worcester,2014,77,50,23,0,813475,6.1
2610,Michigan,Allegan,2014,20,0,13,0,113847,5.4
2611,Michigan,Bay,2014,0,0,0,0,106179,7.2
2612,Michigan,Berrien,2014,0,0,0,0,155233,6.8
2613,Michigan,Calhoun,2014,22,0,13,0,134878,6.3
2614,Michigan,Eaton,2014,0,0,0,0,108579,5.7
2615,Michigan,Genesee,2014,34,11,17,10,412895,7.9
2616,Michigan,Ingham,2014,44,25,18,0,284582,6.2
2617,Michigan,Ionia,2014,14,0,0,0,64294,6.2
2618,Michigan,Isabella,2014,0,0,0,0,70616,5.9
2619,Michigan,Kalamazoo,2014,26,0,17,0,258818,5.6
2620,Michigan,Kent,2014,40,17,14,10,629237,5
2621,Michigan,Lapeer,2014,0,0,0,0,88153,9.6
2622,Michigan,Lenawee,2014,0,0,0,0,99047,6.4
2623,Michigan,Livingston,2014,34,17,14,0,185596,6.3
2624,Michigan,Macomb,2014,144,111,28,15,860112,7.9
2625,Michigan,Monroe,2014,19,11,11,0,149824,6.1
2626,Michigan,Montcalm,2014,0,0,0,0,62893,7.6
2627,Michigan,Muskegon,2014,37,11,16,16,172344,7.7
2628,Michigan,Oakland,2014,34,22,11,0,1237868,6.5
2629,Michigan,Ottawa,2014,24,11,10,0,276292,4.8
2630,Michigan,Saginaw,2014,0,0,0,0,195012,7.5
2631,Michigan,Shiawassee,2014,0,0,0,0,68933,7.5
2632,Michigan,St. Clair,2014,22,15,0,0,160078,9.6
2633,Michigan,Van Buren,2014,0,0,0,0,75199,8.1
2634,Michigan,Washtenaw,2014,55,37,14,10,356874,4.9
2635,Michigan,Wayne,2014,236,166,68,16,1764804,9.6
2636,Minnesota,Anoka,2014,19,0,0,0,341864,4.1
2637,Minnesota,Dakota,2014,12,0,0,0,412529,3.8
2638,Minnesota,Hennepin,2014,85,43,19,29,1212064,3.8
2639,Minnesota,Olmsted,2014,10,0,0,0,150287,3.4
2640,Minnesota,Ramsey,2014,23,0,0,0,532655,4
2641,Minnesota,Scott,2014,0,0,0,0,139672,3.6
2642,Minnesota,Sherburne,2014,10,0,0,0,91126,4.5
2643,Minnesota,St. Louis,2014,23,0,0,10,200949,5.1
2644,Minnesota,Washington,2014,13,0,0,0,249283,3.6
2645,Mississippi,DeSoto,2014,15,10,0,0,170913,5.3
2646,Mississippi,Harrison,2014,0,0,0,0,199058,6.7
2647,Mississippi,Hinds,2014,0,0,0,0,243729,7.2
2648,Mississippi,Jackson,2014,0,0,0,0,141137,8
2649,Mississippi,Pearl River,2014,0,0,0,0,55224,6.7
2650,Mississippi,Rankin,2014,0,0,0,0,148070,4.6
2651,Missouri,Boone,2014,0,0,0,0,172717,4.2
2652,Missouri,Clay,2014,12,0,0,0,233682,5.4
2653,Missouri,Franklin,2014,16,0,0,0,102084,6.5
2654,Missouri,Greene,2014,26,0,11,0,285865,4.9
2655,Missouri,Jackson,2014,58,11,42,0,683191,7.1
2656,Missouri,Jefferson,2014,56,30,24,0,222716,6.2
2657,Missouri,Pulaski,2014,0,0,0,0,53436,7.3
2658,Missouri,St. Charles,2014,53,39,11,0,379493,4.8
2659,Missouri,St. Francois,2014,0,0,0,0,65960,7.6
2660,Missouri,St. Louis,2014,148,115,32,0,1001876,5.8
2661,Missouri,St. Louis City,2014,101,87,26,0,317419,0
2662,Montana,Flathead,2014,0,0,0,0,94924,6.5
2663,Nebraska,Douglas,2014,23,0,14,0,543244,3.6
2664,Nebraska,Lancaster,2014,0,0,0,0,301795,3
2665,Nevada,Carson City,2014,0,0,0,0,54522,8.7
2666,Nevada,Clark,2014,255,54,171,54,2069681,8
2667,Nevada,Lyon,2014,0,0,0,0,51789,10.2
2668,Nevada,Nye,2014,0,0,0,0,42282,9.6
2669,Nevada,Washoe,2014,49,0,35,11,440078,7.6
2670,New Hampshire,Carroll,2014,0,0,0,0,47399,4.2
2671,New Hampshire,Cheshire,2014,10,0,0,0,76115,4
2672,New Hampshire,Hillsborough,2014,67,37,29,0,405184,4.5
2673,New Hampshire,Merrimack,2014,25,13,0,0,147171,3.8
2674,New Hampshire,Rockingham,2014,37,23,10,0,300621,4.6
2675,New Hampshire,Strafford,2014,25,0,14,0,125604,4
2676,New Jersey,Atlantic,2014,45,26,20,0,275209,10.6
2677,New Jersey,Bergen,2014,55,39,15,0,933572,5.4
2678,New Jersey,Burlington,2014,22,0,15,0,449722,6.4
2679,New Jersey,Cape May,2014,13,10,0,0,95344,12.2
2680,New Jersey,Cumberland,2014,22,15,0,0,157389,9.9
2681,New Jersey,Essex,2014,56,40,13,0,795723,8
2682,New Jersey,Gloucester,2014,0,0,0,0,290951,7.3
2683,New Jersey,Hudson,2014,41,28,11,0,669115,6.4
2684,New Jersey,Hunterdon,2014,0,0,0,0,126067,4.9
2685,New Jersey,Mercer,2014,33,20,11,0,371537,5.9
2686,New Jersey,Middlesex,2014,92,68,31,0,836297,6.1
2687,New Jersey,Monmouth,2014,72,46,30,0,629279,6.1
2688,New Jersey,Morris,2014,39,22,24,0,499727,5
2689,New Jersey,Ocean,2014,43,29,17,0,586301,7.4
2690,New Jersey,Passaic,2014,36,32,0,0,508856,8.3
2691,New Jersey,Somerset,2014,22,12,12,0,332568,5.2
2692,New Jersey,Sussex,2014,12,0,0,0,144909,6.4
2693,New Jersey,Union,2014,31,21,11,0,552939,7
2694,New Jersey,Warren,2014,13,0,0,0,106917,6.3
2695,New Mexico,Bernalillo,2014,139,62,71,27,675551,6.2
2696,New Mexico,Dona Ana,2014,21,0,17,0,0,7.3
2697,New Mexico,Eddy,2014,12,0,0,0,56395,4.4
2698,New Mexico,Lea,2014,10,0,0,0,69999,4.4
2699,New Mexico,Otero,2014,12,0,0,0,65082,6.3
2700,New Mexico,Rio Arriba,2014,32,21,13,0,39777,8.8
2701,New Mexico,San Juan,2014,0,0,0,0,123785,6.4
2702,New Mexico,Sandoval,2014,22,0,13,0,137608,7.2
2703,New Mexico,Santa Fe,2014,39,18,20,0,148164,5.4
2704,New Mexico,Taos,2014,0,0,0,0,33084,9.9
2705,New Mexico,Valencia,2014,13,0,0,0,75817,7.9
2706,New York,Albany,2014,21,14,0,0,308171,4.9
2707,New York,Bronx,2014,93,58,27,27,1438159,9.8
2708,New York,Broome,2014,19,10,0,0,197349,6.6
2709,New York,Cayuga,2014,0,0,0,0,78823,6
2710,New York,Chautauqua,2014,13,0,0,0,132053,6.8
2711,New York,Chemung,2014,0,0,0,0,87770,6.3
2712,New York,Columbia,2014,0,0,0,0,62122,4.7
2713,New York,Dutchess,2014,39,21,15,0,296579,5.3
2714,New York,Erie,2014,96,39,48,23,922835,6.1
2715,New York,Genesee,2014,0,0,0,0,59162,5.5
2716,New York,Greene,2014,0,0,0,0,47967,6.8
2717,New York,Jefferson,2014,12,0,0,0,119103,7.6
2718,New York,Kings,2014,150,85,57,34,2621793,7.6
2719,New York,Madison,2014,0,0,0,0,72369,6.4
2720,New York,Monroe,2014,85,54,24,11,749857,5.8
2721,New York,Nassau,2014,126,59,63,17,1358627,4.8
2722,New York,New York,2014,100,56,37,20,1636268,6.1
2723,New York,Niagara,2014,23,10,12,0,213525,7
2724,New York,Oneida,2014,36,22,14,0,232871,6.1
2725,New York,Onondaga,2014,47,27,17,0,468196,5.6
2726,New York,Ontario,2014,0,0,0,0,109707,5.2
2727,New York,Orange,2014,55,43,22,0,376099,5.5
2728,New York,Oswego,2014,14,0,10,0,120913,8.1
2729,New York,Putnam,2014,0,0,0,0,99487,4.9
2730,New York,Queens,2014,99,51,41,22,2321580,6.4
2731,New York,Rensselaer,2014,0,0,0,0,159774,5.4
2732,New York,Richmond,2014,66,33,32,13,473279,7.4
2733,New York,Rockland,2014,15,0,0,0,323866,5.2
2734,New York,Saratoga,2014,19,15,0,0,224921,4.7
2735,New York,Schenectady,2014,0,0,0,0,155735,5.4
2736,New York,Steuben,2014,0,0,0,0,98394,6.9
2737,New York,Suffolk,2014,183,111,67,17,1502968,5.4
2738,New York,Sullivan,2014,17,0,10,0,75943,6.6
2739,New York,Tompkins,2014,0,0,0,0,104691,4.4
2740,New York,Ulster,2014,16,12,0,0,180445,5.7
2741,New York,Westchester,2014,66,38,26,10,972634,5.1
2742,North Carolina,Alamance,2014,0,0,0,0,155792,5.7
2743,North Carolina,Beaufort,2014,0,0,0,0,47585,7.4
2744,North Carolina,Brunswick,2014,17,0,13,0,118836,7.9
2745,North Carolina,Buncombe,2014,23,13,0,0,250539,4.7
2746,North Carolina,Burke,2014,19,0,17,0,89486,6.2
2747,North Carolina,Cabarrus,2014,16,0,0,0,192103,5.8
2748,North Carolina,Caldwell,2014,0,0,0,0,81484,7.3
2749,North Carolina,Carteret,2014,10,0,0,0,68811,6.2
2750,North Carolina,Catawba,2014,18,0,0,0,154534,6.4
2751,North Carolina,Cherokee,2014,0,0,0,0,27141,7.1
2752,North Carolina,Cleveland,2014,0,0,0,0,97076,7.3
2753,North Carolina,Columbus,2014,0,0,0,0,56953,8.5
2754,North Carolina,Craven,2014,10,0,0,0,104510,6.9
2755,North Carolina,Cumberland,2014,32,11,22,0,326328,8.1
2756,North Carolina,Davidson,2014,22,0,16,0,164072,6.3
2757,North Carolina,Davie,2014,0,0,0,0,41434,5.9
2758,North Carolina,Durham,2014,13,11,0,0,294460,5.1
2759,North Carolina,Forsyth,2014,39,21,16,0,365298,6
2760,North Carolina,Gaston,2014,29,10,16,0,211127,6.8
2761,North Carolina,Guilford,2014,33,25,0,0,512119,6.6
2762,North Carolina,Harnett,2014,10,0,0,0,126666,7.4
2763,North Carolina,Haywood,2014,0,0,0,0,59471,5.8
2764,North Carolina,Henderson,2014,0,0,0,0,111149,5.1
2765,North Carolina,Iredell,2014,17,0,11,0,166675,6.3
2766,North Carolina,Johnston,2014,11,0,0,0,181423,5.7
2767,North Carolina,Lincoln,2014,0,0,0,0,79829,6.2
2768,North Carolina,McDowell,2014,0,0,0,0,44965,6.4
2769,North Carolina,Mecklenburg,2014,59,33,23,0,1012539,6
2770,North Carolina,Moore,2014,0,0,0,0,93077,6.1
2771,North Carolina,Nash,2014,0,0,0,0,94357,8
2772,North Carolina,New Hanover,2014,18,12,0,0,216298,5.9
2773,North Carolina,Onslow,2014,11,0,0,0,187589,6.1
2774,North Carolina,Pender,2014,0,0,0,0,56250,7.1
2775,North Carolina,Pitt,2014,15,0,11,0,175354,6.5
2776,North Carolina,Randolph,2014,10,0,0,0,142778,6.6
2777,North Carolina,Richmond,2014,0,0,0,0,45733,9
2778,North Carolina,Robeson,2014,15,0,12,0,134760,9.5
2779,North Carolina,Rockingham,2014,0,0,0,0,91696,7.5
2780,North Carolina,Rowan,2014,19,0,11,0,138630,7.1
2781,North Carolina,Rutherford,2014,0,0,0,0,66600,8.6
2782,North Carolina,Sampson,2014,13,0,0,0,64050,6.5
2783,North Carolina,Stokes,2014,0,0,0,0,46419,6.1
2784,North Carolina,Surry,2014,15,0,13,0,72968,6.2
2785,North Carolina,Union,2014,14,0,0,0,218568,5.3
2786,North Carolina,Vance,2014,0,0,0,0,44614,9.3
2787,North Carolina,Wake,2014,46,27,21,0,998691,4.9
2788,North Carolina,Wayne,2014,0,0,0,0,124456,6.4
2789,North Carolina,Wilkes,2014,26,0,23,0,68838,6.6
2790,North Carolina,Wilson,2014,0,0,0,0,81401,9.5
2791,North Carolina,Yadkin,2014,10,0,0,0,37792,5.7
2792,North Dakota,Cass,2014,0,0,0,0,167005,2.4
2793,Ohio,Allen,2014,0,0,0,0,105040,5.8
2794,Ohio,Ashtabula,2014,17,15,0,0,99175,7.2
2795,Ohio,Athens,2014,0,0,0,0,64713,6.9
2796,Ohio,Brown,2014,10,0,0,0,44116,7.5
2797,Ohio,Butler,2014,110,83,25,0,374158,5.6
2798,Ohio,Clark,2014,28,19,12,0,136554,5.8
2799,Ohio,Clermont,2014,67,42,26,0,201560,5.5
2800,Ohio,Clinton,2014,0,0,0,0,41835,7.7
2801,Ohio,Columbiana,2014,12,0,0,0,105686,6.5
2802,Ohio,Cuyahoga,2014,215,170,60,11,1259828,6.2
2803,Ohio,Darke,2014,0,0,0,0,52196,5.3
2804,Ohio,Delaware,2014,11,0,0,0,189113,4.1
2805,Ohio,Erie,2014,12,0,0,0,75828,6.4
2806,Ohio,Fairfield,2014,13,11,0,0,150381,5.2
2807,Ohio,Franklin,2014,160,107,61,0,1231393,4.9
2808,Ohio,Geauga,2014,10,0,0,0,94295,5
2809,Ohio,Greene,2014,15,12,0,0,163820,5.3
2810,Ohio,Hamilton,2014,200,146,56,10,806631,5.5
2811,Ohio,Highland,2014,0,0,0,0,43045,7.8
2812,Ohio,Huron,2014,13,0,0,0,58714,8
2813,Ohio,Jefferson,2014,0,0,0,0,67694,8.2
2814,Ohio,Knox,2014,0,0,0,0,61167,5.3
2815,Ohio,Lake,2014,42,27,13,0,229230,5.5
2816,Ohio,Lawrence,2014,0,0,0,0,61623,6.7
2817,Ohio,Licking,2014,16,0,0,0,169390,5.3
2818,Ohio,Lorain,2014,41,35,0,0,304216,6.4
2819,Ohio,Lucas,2014,88,64,61,0,435286,6.4
2820,Ohio,Mahoning,2014,40,21,21,0,233204,6.7
2821,Ohio,Marion,2014,23,21,0,0,65720,6
2822,Ohio,Medina,2014,13,10,0,0,176029,5
2823,Ohio,Miami,2014,12,0,0,0,103900,5.4
2824,Ohio,Montgomery,2014,103,77,26,0,533116,6.2
2825,Ohio,Pickaway,2014,0,0,0,0,56876,5.7
2826,Ohio,Portage,2014,25,20,0,0,161882,5.9
2827,Ohio,Preble,2014,0,0,0,0,41586,5.7
2828,Ohio,Richland,2014,25,17,0,0,121942,6.6
2829,Ohio,Ross,2014,24,16,11,0,77159,6.4
2830,Ohio,Scioto,2014,0,0,0,0,77258,8.8
2831,Ohio,Seneca,2014,10,0,0,0,55669,5.8
2832,Ohio,Stark,2014,48,26,20,0,375736,5.8
2833,Ohio,Summit,2014,68,42,25,0,541943,5.9
2834,Ohio,Trumbull,2014,51,31,20,0,205175,7.3
2835,Ohio,Warren,2014,20,18,0,0,221659,5
2836,Ohio,Washington,2014,0,0,0,0,61213,6.4
2837,Ohio,Wayne,2014,0,0,0,0,115537,4.7
2838,Ohio,Wood,2014,12,0,10,0,129590,5.2
2839,Oklahoma,Canadian,2014,12,0,0,0,129582,3.5
2840,Oklahoma,Carter,2014,0,0,0,0,48821,4.4
2841,Oklahoma,Cleveland,2014,22,0,19,0,269908,3.7
2842,Oklahoma,Comanche,2014,21,0,20,0,125033,4.7
2843,Oklahoma,Creek,2014,16,0,13,0,70632,5
2844,Oklahoma,Delaware,2014,10,0,0,0,41446,5.8
2845,Oklahoma,Grady,2014,0,0,0,0,53854,4
2846,Oklahoma,Le Flore,2014,0,0,0,0,49761,6.9
2847,Oklahoma,Muskogee,2014,17,0,14,0,69966,5.7
2848,Oklahoma,Oklahoma,2014,83,0,66,11,766215,4.2
2849,Oklahoma,Pontotoc,2014,0,0,0,0,38005,4.3
2850,Oklahoma,Pottawatomie,2014,0,0,0,0,71811,4.7
2851,Oklahoma,Rogers,2014,10,0,0,0,89815,4.2
2852,Oklahoma,Sequoyah,2014,0,0,0,0,41358,6.8
2853,Oklahoma,Stephens,2014,0,0,0,0,44493,4.5
2854,Oklahoma,Tulsa,2014,75,10,58,12,629598,4.3
2855,Oklahoma,Wagoner,2014,13,0,11,0,75702,4.2
2856,Oregon,Clackamas,2014,28,13,10,0,394972,6.1
2857,Oregon,Clatsop,2014,0,0,0,0,37474,6.6
2858,Oregon,Deschutes,2014,0,0,0,0,170388,7.7
2859,Oregon,Douglas,2014,0,0,0,0,106972,9.1
2860,Oregon,Jackson,2014,15,0,10,0,210287,8.4
2861,Oregon,Josephine,2014,0,0,0,0,83599,9.4
2862,Oregon,Lane,2014,36,13,20,0,358337,6.9
2863,Oregon,Linn,2014,18,0,10,0,119356,8.1
2864,Oregon,Marion,2014,13,0,0,0,326110,7.4
2865,Oregon,Multnomah,2014,82,48,23,20,776712,5.9
2866,Oregon,Washington,2014,32,14,15,0,562998,5.6
2867,Pennsylvania,Allegheny,2014,217,141,84,19,1231255,5.4
2868,Pennsylvania,Armstrong,2014,13,10,0,0,67785,6.4
2869,Pennsylvania,Beaver,2014,21,0,10,0,169392,6.5
2870,Pennsylvania,Berks,2014,32,20,12,0,413691,5.5
2871,Pennsylvania,Blair,2014,0,0,0,0,125955,5.7
2872,Pennsylvania,Bucks,2014,20,14,0,0,626685,5.2
2873,Pennsylvania,Butler,2014,22,12,0,0,185943,5.1
2874,Pennsylvania,Cambria,2014,0,0,0,0,137732,7
2875,Pennsylvania,Centre,2014,10,0,0,0,158742,4.3
2876,Pennsylvania,Chester,2014,11,0,0,0,512784,4.2
2877,Pennsylvania,Crawford,2014,0,0,0,0,87175,5.8
2878,Pennsylvania,Cumberland,2014,13,0,0,0,243762,4.5
2879,Pennsylvania,Dauphin,2014,16,0,14,0,271453,5.3
2880,Pennsylvania,Delaware,2014,34,23,11,0,562960,5.5
2881,Pennsylvania,Erie,2014,23,16,0,0,278443,6.2
2882,Pennsylvania,Fayette,2014,20,0,17,0,134086,7.9
2883,Pennsylvania,Franklin,2014,16,0,15,0,152892,5.4
2884,Pennsylvania,Indiana,2014,0,0,0,0,87706,6.1
2885,Pennsylvania,Lackawanna,2014,22,0,14,0,212719,6.6
2886,Pennsylvania,Lancaster,2014,26,0,21,0,533320,4.6
2887,Pennsylvania,Lawrence,2014,19,0,13,0,88771,6.2
2888,Pennsylvania,Lebanon,2014,0,0,0,0,136359,5
2889,Pennsylvania,Lehigh,2014,14,12,0,0,357823,6.1
2890,Pennsylvania,Luzerne,2014,0,0,0,0,318829,7.3
2891,Pennsylvania,Lycoming,2014,0,0,0,0,116508,6.1
2892,Pennsylvania,Mercer,2014,11,0,0,0,114884,5.9
2893,Pennsylvania,Monroe,2014,22,0,21,0,166314,7.5
2894,Pennsylvania,Montgomery,2014,92,48,47,0,816857,4.7
2895,Pennsylvania,Northampton,2014,18,13,0,0,300654,5.9
2896,Pennsylvania,Northumberland,2014,0,0,0,0,93944,6.7
2897,Pennsylvania,Philadelphia,2014,31,11,15,0,1560297,0
2898,Pennsylvania,Pike,2014,0,0,0,0,56191,7.6
2899,Pennsylvania,Schuylkill,2014,17,0,11,0,145797,7.1
2900,Pennsylvania,Susquehanna,2014,12,0,0,0,41920,5.9
2901,Pennsylvania,Washington,2014,26,12,14,0,208187,5.8
2902,Pennsylvania,Wayne,2014,0,0,0,0,51401,6.4
2903,Pennsylvania,Westmoreland,2014,12,0,0,0,359320,5.7
2904,Pennsylvania,York,2014,44,31,10,0,440755,5.4
2905,Rhode Island,Bristol,2014,10,0,0,0,49060,6.7
2906,Rhode Island,Kent,2014,21,0,11,0,165128,7.2
2907,Rhode Island,Newport,2014,0,0,0,0,82358,6.9
2908,Rhode Island,Providence,2014,85,38,48,17,631974,8.1
2909,Rhode Island,Washington,2014,23,14,0,0,126653,7.2
2910,South Carolina,Aiken,2014,21,0,16,0,164753,6.5
2911,South Carolina,Anderson,2014,26,0,19,0,192810,6
2912,South Carolina,Beaufort,2014,0,0,0,0,175852,5.7
2913,South Carolina,Berkeley,2014,16,0,13,0,198205,6
2914,South Carolina,Charleston,2014,28,12,11,0,381015,5.2
2915,South Carolina,Dorchester,2014,0,0,0,0,148469,5.8
2916,South Carolina,Florence,2014,12,0,0,0,139231,7.2
2917,South Carolina,Georgetown,2014,11,0,0,0,60773,8.6
2918,South Carolina,Greenville,2014,52,14,34,0,482752,5.3
2919,South Carolina,Horry,2014,47,0,40,0,298832,7.4
2920,South Carolina,Lancaster,2014,0,0,0,0,83160,7.2
2921,South Carolina,Lexington,2014,32,0,25,0,277888,5.1
2922,South Carolina,Oconee,2014,15,0,13,0,75192,6.3
2923,South Carolina,Pickens,2014,24,0,21,0,120368,6.3
2924,South Carolina,Richland,2014,28,0,21,0,401566,6
2925,South Carolina,Spartanburg,2014,28,0,21,0,293542,6.4
2926,South Carolina,York,2014,24,0,13,0,245346,6.3
2927,South Dakota,Minnehaha,2014,10,0,0,0,182882,3
2928,Tennessee,Anderson,2014,0,0,0,0,75528,6.8
2929,Tennessee,Blount,2014,14,0,11,0,126339,6
2930,Tennessee,Bradley,2014,17,0,15,0,102975,6.1
2931,Tennessee,Campbell,2014,10,0,0,0,39918,9.3
2932,Tennessee,Carter,2014,0,0,0,0,56886,7.7
2933,Tennessee,Cheatham,2014,14,0,12,0,39764,5.5
2934,Tennessee,Coffee,2014,0,0,0,0,53623,6.4
2935,Tennessee,Davidson,2014,94,26,71,0,668347,5
2936,Tennessee,Dickson,2014,0,0,0,0,50575,6.3
2937,Tennessee,Greene,2014,11,0,10,0,68335,8.1
2938,Tennessee,Hamblen,2014,17,0,17,0,63036,7.4
2939,Tennessee,Hamilton,2014,29,0,24,0,351220,6.2
2940,Tennessee,Hardin,2014,0,0,0,0,25870,9
2941,Tennessee,Hawkins,2014,0,0,0,0,56735,7.3
2942,Tennessee,Knox,2014,81,0,65,12,448644,5.4
2943,Tennessee,Lawrence,2014,0,0,0,0,42274,8.1
2944,Tennessee,Loudon,2014,0,0,0,0,50771,6.7
2945,Tennessee,Maury,2014,0,0,0,0,85515,5.9
2946,Tennessee,Montgomery,2014,22,0,20,0,189961,6.7
2947,Tennessee,Putnam,2014,13,0,12,0,74165,6.9
2948,Tennessee,Roane,2014,0,0,0,0,52748,7.6
2949,Tennessee,Robertson,2014,0,0,0,0,68079,5.7
2950,Tennessee,Rutherford,2014,22,0,16,0,288906,5.2
2951,Tennessee,Sevier,2014,0,0,0,0,95110,7.1
2952,Tennessee,Shelby,2014,105,69,45,0,938803,7.6
2953,Tennessee,Sullivan,2014,19,0,19,0,157047,6.7
